park_id,unit_id,park_name,web_alias,county,district,acreage,address,city,state,latitude,longitude,gps_source,has_gps,park_page_url,image_url,image_source,image_license,image_attribution,description,top_plants,top_plant_images,top_animals,top_animal_images,public_access,data_source,updated_at
tarkiln-bayou,S00299,Tarkiln Bayou Preserve State Park,Tarkiln-Bayou,Escambia,1,4549.15,"2401 Bauer Rd., Pensacola, FL 32507",Pensacola,FL,30.372852,-87.402343,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/tarkiln-bayou-preserve-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/132020836/medium.jpg,inaturalist_observation,cc-by,"(c) Farren Dell Rossman, some rights reserved (CC BY)",Florida state park in Escambia. About 4549 acres. Access: Open-Fee Required.,sand heath | white pitcher plant | Sandhill milkweed | Saltmarsh Morning-glory | sea oats | beach morning glory | fetterbush lyonia | Swamp titi,https://inaturalist-open-data.s3.amazonaws.com/photos/95329031/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/149905022/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/137790/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/149905022/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/76627901/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/177283084/medium.jpg,Eastern Diamondback Rattlesnake | Six-lined Racerunner | Squirrel Tree Frog | Least Tern | Hispid Cotton Rat | Nine-banded Armadillo | Gopher Tortoise | Southern Toad,https://static.inaturalist.org/photos/29329883/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/52140/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/1653672/medium.JPG | https://inaturalist-open-data.s3.amazonaws.com/photos/544316662/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/275697403/medium.jpg | https://static.inaturalist.org/photos/5859039/medium.jpg | https://static.inaturalist.org/photos/544349/medium.jpg | https://static.inaturalist.org/photos/13935922/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
terra-ceia,S00041,Terra Ceia Preserve State Park,Terra-Ceia,Manatee,4,1948.02,"130 Terra Ceia Rd., Terra Ceia, FL 34606",Terra Ceia,FL,27.581508,-82.571723,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/terra-ceia-preserve-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/183132265/medium.jpg,inaturalist_observation,cc-by,"(c) Austin Smith, some rights reserved (CC BY)",Florida state park in Manatee. About 1948 acres. Access: Open-No Fee Required.,Cucumberleaf Sunflower | Nickernut | sea grape | Red Tasselflower | sea oats | black mangrove | sea ox-eye | Florida Strangler Fig,https://inaturalist-open-data.s3.amazonaws.com/photos/112547785/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/28084332/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/67288371/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/137790/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/232322610/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/103493/medium.jpg | https://static.inaturalist.org/photos/106941726/medium.jpeg,Nanday Parakeet | West Indian Manatee | Pinfish | Grey Snapper | Laughing Gull | Gopher Tortoise | Speckled Trout | Compact Carpenter Ant,https://inaturalist-open-data.s3.amazonaws.com/photos/98859083/medium.jpeg | https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/140581/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/509746212/medium.jpg | https://static.inaturalist.org/photos/544349/medium.jpg | https://static.inaturalist.org/photos/28196717/medium.jpg | https://static.inaturalist.org/photos/52135431/medium.jpeg,Open-No Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
the-barnacle,S00105,The Barnacle Historic State Park,The-Barnacle,Dade,5,9.59,"3485 Main Hwy., Coconut Grove, FL 33133",Coconut Grove,FL,25.726307,-80.244088,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/barnacle-historic-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/431241996/medium.jpeg,inaturalist_observation,cc-by,"(c) David Garza, some rights reserved (CC BY)",Florida state park in Dade. About 10 acres. Access: Open-Fee Required.,shrubby false buttonweed | largeflower Mexican clover | Button Sage | Moses-in-the-cradle | Shiny-leaved Wild Coffee | Coontie | sea grape | Cocoplum,https://inaturalist-open-data.s3.amazonaws.com/photos/56966175/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/251301981/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56710180/medium.jpeg | https://static.inaturalist.org/photos/41283698/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/81901184/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/20612/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/1475956/medium.jpg,Bark Anole | African Redhead Agama | Crested Anole | Knight Anole | Atala | Monk Skipper | Northern Curly-tailed Lizard | White-crowned Pigeon,https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/27697863/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90017969/medium.jpeg | https://static.inaturalist.org/photos/5955921/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/303966019/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/3003639/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
three-rivers,S00075,Three Rivers State Park,Three-Rivers,Jackson,1,658.78,"7908 Three Rivers Park Rd., Sneads, FL 32460",Sneads,FL,30.739217,-84.936646,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/three-rivers-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/18668/medium.jpg,genus_catalog,catalog,Blue Corporal,Florida state park in Jackson. About 659 acres. Access: Open-Fee Required.,Indian Pink | dimpled trout lily | white pitcher plant | Atamasco Lily | oakleaf hydrangea | beaked cornsalad | redring milkweed | eastern leatherwood,https://inaturalist-open-data.s3.amazonaws.com/photos/347712062/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/14234311/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/50990416/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/82166001/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/71484174/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/22145/medium.jpg,Blue Corporal | Striped Bass | Southern Cricket Frog | Devil's Horse | Southern Pearly-eye | Common Box Turtle | Blue-fronted Dancer | Hackberry Emperor,https://inaturalist-open-data.s3.amazonaws.com/photos/18668/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/118919387/medium.jpg | https://static.inaturalist.org/photos/120624/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/25314/medium.jpg | https://static.inaturalist.org/photos/11311490/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/17859833/medium.jpg | https://static.inaturalist.org/photos/49190/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/38616084/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
orman-house,S00260,Three Servicemen Memorial (Managed by Orman House),Orman-House,Franklin,1,1.24,"177 5Th St  Apalachicola, Fl 32320",,FL,,,,false,https://www.floridastateparks.org/parks-and-trails/orman-house-historic-state-park,,,,,Florida state park in Franklin. About 1 acres. Access: Open-No Fee Required.,,,,,Open-No Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
tomoka,S00076,Tomoka State Park,Tomoka,Volusia,3,1628.00,"2099 N Beach St., Ormond Beach, FL 32174",Ormond Beach,FL,29.339861,-81.083297,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/tomoka-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/249822603/medium.jpg,inaturalist_observation,cc-by,"(c) Brandon Corder, some rights reserved (CC BY)",Florida state park in Volusia. About 1628 acres. Access: Open-Fee Required.,Cucumberleaf Sunflower | lilac tasselflower | Giant leather fern | sea ox-eye | Coontie | St. Andrew's cross | Saltmarsh Morning-glory | Spanish moss,https://inaturalist-open-data.s3.amazonaws.com/photos/112547785/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/67288371/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28480556/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/103493/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/20612/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/72000734/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/149905022/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10756222/medium.jpeg,Horse's Paper Wasp | Eastern Spadefoot | Giant Katydid | Pygmy Rattlesnake | Brown Anole | Southern Two-striped Walkingstick | Ruddy Turnstone | White Peacock,https://inaturalist-open-data.s3.amazonaws.com/photos/47464049/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/47210394/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6351202/medium.jpeg | https://static.inaturalist.org/photos/115599062/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/148345/medium.jpg | https://static.inaturalist.org/photos/72113850/medium.jpg | https://static.inaturalist.org/photos/6061152/medium.jpeg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
topsail-hill,S00250,Topsail Hill Preserve State Park,Topsail-Hill,Walton,1,1643.00,"7525 W Scenic Hwy 30A, Santa Rosa Beach, FL 32459",Santa Rosa Beach,FL,30.371339,-86.272756,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/topsail-hill-preserve-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/121609094/medium.jpg,inaturalist_observation,cc-by,"(c) Justin Williams, some rights reserved (CC BY)",Florida state park in Walton. About 1643 acres. Access: Open-Fee Required.,turkey oak | sand live oak | white pitcher plant | Sandhill milkweed | sand heath | southern magnolia | yellow pitcher plant | orange milkwort,https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/95329031/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/116481151/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg,Pygmy Rattlesnake | Southern Cricket Frog | Scarlet Snake | Eastern Glass Lizard | Mournful Sphinx Moth | Southern Toad | Eastern Narrow-mouthed Toad | Eastern Fence Lizard,https://static.inaturalist.org/photos/115599062/medium.jpg | https://static.inaturalist.org/photos/120624/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/1705167/medium.jpg | https://static.inaturalist.org/photos/19927545/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/132535870/medium.jpg | https://static.inaturalist.org/photos/13935922/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10137206/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/5807556/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
torreya,S00077,Torreya State Park,Torreya,"Liberty, Gadsden",1,14869.06,"2576 NW Torreya Park Road, Bristol, FL 32321",Bristol,FL,30.558753,-84.949688,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/torreya-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/53920757/medium.jpg,inaturalist_observation,cc-by,"(c) Alex Abair, some rights reserved (CC BY)","Florida state park in Liberty, Gadsden. About 14869 acres. Access: Open-Fee Required.",white pitcher plant | Indian Pink | dimpled trout lily | oakleaf hydrangea | Atamasco Lily | Zigzag Bladderwort | sparkleberry | common yucca,https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/347712062/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/14234311/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/82166001/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/50990416/medium.jpg | https://static.inaturalist.org/photos/220406816/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56288/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/77920143/medium.jpeg,Southern Cricket Frog | Eastern Diamondback Rattlesnake | Southern Pearly-eye | Gray Ratsnake | Eastern Spadefoot | Milkweed Assassin Bug | Zebra Swallowtail | Eastern Fence Lizard,https://static.inaturalist.org/photos/120624/medium.jpg | https://static.inaturalist.org/photos/29329883/medium.jpeg | https://static.inaturalist.org/photos/11311490/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/149943221/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/47210394/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/17963553/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/8491564/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/5807556/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
troy-spring,S00243,Troy Spring State Park,Troy-Spring,Lafayette,2,83.57,"674 Troy Spring Rd., Branford, FL 32008",Branford,FL,29.998927,-82.998942,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/troy-spring-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/227358551/medium.jpg,inaturalist_observation,cc-by,"(c) meflowers900, some rights reserved (CC BY)",Florida state park in Lafayette. About 84 acres. Access: Open-Fee Required.,Sandhill milkweed | Coontie | Fringed Bluestar | Snow Squarestem | southern sugar maple | Narrowleaf Silkgrass | turkey oak | Carolina Wild Petunia,https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/20612/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/65633508/medium.jpg | https://static.inaturalist.org/photos/264299/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/99147747/medium.jpg | https://static.inaturalist.org/photos/579228/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/280433691/medium.jpg,Brown Watersnake | River Cooter | Florida Green Watersnake | Redbreast Sunfish | Red-femured Spotted Orbweaver | Palamedes Swallowtail | Brown-winged Striped Sweat Bee | Red-headed Woodpecker,https://inaturalist-open-data.s3.amazonaws.com/photos/22851746/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22851746/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/2822814/medium.png | https://inaturalist-open-data.s3.amazonaws.com/photos/10774376/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/75995610/medium.jpg | https://static.inaturalist.org/photos/41193264/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/650854/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
waccasassa-bay,S00100,Waccasassa Bay Preserve State Park,Waccasassa-Bay,Levy,2,34387.61,"8312 SW 125th Ct., Cedar Key, FL 32625",Cedar Key,FL,29.112224,-82.802280,Secondary Entrance,true,https://www.floridastateparks.org/parks-and-trails/waccasassa-bay-preserve-state-park,https://static.inaturalist.org/photos/25925609/medium.jpeg,genus_catalog,catalog,Little Metalmark,Florida state park in Levy. About 34388 acres. Access: Open-No Fee Required.,Christmas berry | fewflower milkweed | candyroot | Yellow milkwort | hooded pitcher plant | aquatic milkweed | blunt-leaved milkweed | Queen's Delight,https://static.inaturalist.org/photos/6536920/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/50526676/medium.jpg,Little Metalmark | Clapper Rail | Red and Black Mason Wasp | Pygmy Rattlesnake | Twin-spot Skipper | Ruddy Turnstone | Black Skimmer | Southern House Spider,https://static.inaturalist.org/photos/25925609/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/283865648/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/31938404/medium.jpg | https://static.inaturalist.org/photos/115599062/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/40689828/medium.jpeg | https://static.inaturalist.org/photos/72113850/medium.jpg | https://static.inaturalist.org/photos/27276660/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/626401/medium.JPG,Open-No Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
washington-oaks,S00079,Washington Oaks Gardens State Park,Washington-Oaks,Flagler,3,419.55,"6400 N Oceanshore Blvd., Palm Coast, FL 32137",Palm Coast,FL,29.634735,-81.204525,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/washington-oaks-gardens-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/183715518/medium.jpeg,inaturalist_observation,cc0,no rights reserved,Florida state park in Flagler. About 420 acres. Access: Open-Fee Required.,Cucumberleaf Sunflower | Sandhill milkweed | fetterbush lyonia | Earleaf Greenbrier | inkberry | orange milkwort | Golden Club | candyroot,https://inaturalist-open-data.s3.amazonaws.com/photos/112547785/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/76627901/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/4320719/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/84984390/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/118444668/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg,Horse's Paper Wasp | Eastern Glass Lizard | Corn Snake | Florida Cottonmouth | Ruddy Turnstone | Southeastern Five-lined Skink | Delta Flower Scarab | Zebra Longhorn,https://inaturalist-open-data.s3.amazonaws.com/photos/47464049/medium.jpg | https://static.inaturalist.org/photos/19927545/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/149943221/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/53762888/medium.jpg | https://static.inaturalist.org/photos/72113850/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/355079313/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/18927490/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6821747/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
weeki-wachee,S00281,Weeki Wachee Springs State Park,Weeki-Wachee,Hernando,4,927.82,"6131 Commercial Way, Spring Hill, FL 34606",Spring Hill,FL,28.516652,-82.573229,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/weeki-wachee-springs-state-park,https://static.inaturalist.org/photos/9301585/medium.jpg,genus_catalog,catalog,West Indian Manatee,Florida state park in Hernando. About 928 acres. Access: Open-Fee Required.,blackroot | fetterbush lyonia | candyroot | Sandhill milkweed | Zigzag Bladderwort | fourpetal St. Johnswort | roundleaf bluet | Fringed Bluestar,https://inaturalist-open-data.s3.amazonaws.com/photos/208546504/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/76627901/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://static.inaturalist.org/photos/220406816/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/72000734/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/28227/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/65633508/medium.jpg,West Indian Manatee | Twin-spot Skipper | Gopher Tortoise | Delaware Skipper | Oak Toad | Zebra Longwing | Little Blue Dragonlet | Devil's Horse,https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/40689828/medium.jpeg | https://static.inaturalist.org/photos/544349/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/151512797/medium.jpg | https://static.inaturalist.org/photos/13935922/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/180466135/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/10074982/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/25314/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
wekiwa-springs,S00080,Wekiwa Springs State Park,Wekiwa-Springs,"Seminole, Orange, Lake",3,9175.46,"1800 Wekiwa Circle, Apopka, FL 32712",Apopka,FL,28.709627,-81.462802,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/wekiwa-springs-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/120666015/medium.jpeg,inaturalist_observation,cc-by,"(c) Kai Squires, some rights reserved (CC BY)","Florida state park in Seminole, Orange, Lake. About 9175 acres. Access: Open-Fee Required.",lanceleaf arrowhead | Peruvian primrose-willow | air potato | Carolina palmetto | Caesar weed | Red Tasselflower | Bitter Melon | Carolina laurelcherry,https://inaturalist-open-data.s3.amazonaws.com/photos/89848928/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56018181/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/38126368/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/131410903/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/169762960/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/67288371/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/86502023/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/93584919/medium.jpg,Florida Green Watersnake | Devil's Horse | Brown-winged Striped Sweat Bee | Florida Red-bellied Cooter | Florida Scrub Jay | Florida Softshell Turtle | Peninsular Cooter | American Swallow-tailed Kite,https://inaturalist-open-data.s3.amazonaws.com/photos/22851746/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/25314/medium.jpg | https://static.inaturalist.org/photos/41193264/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/8518/medium.jpg | https://static.inaturalist.org/photos/38993598/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/3695/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
werner-boyce,S00259,Werner-Boyce Salt Springs State Park,Werner-Boyce,Pasco,4,3377.90,"9120 Old Post Road, Port Richey, FL 34668",Port Richey,FL,28.284716,-82.714877,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/werner-boyce-salt-springs-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/396920726/medium.jpg,inaturalist_observation,cc-by,"(c) Taylor DiTarando, some rights reserved (CC BY)",Florida state park in Pasco. About 3378 acres. Access: Open-Fee Required.,toothed midsorus fern | slash pine | orange milkwort | fourpetal St. Johnswort | fetterbush lyonia | black mangrove | lilac tasselflower | Tuber Ladder Fern,https://inaturalist-open-data.s3.amazonaws.com/photos/30558649/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/54643374/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/72000734/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/76627901/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/232322610/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/67288371/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28580632/medium.jpeg,Pygmy Rattlesnake | Gopher Tortoise | Florida Carpenter Ant | Brown Anole | Little Blue Dragonlet | White Peacock | Pinfish | Laughing Gull,https://static.inaturalist.org/photos/115599062/medium.jpg | https://static.inaturalist.org/photos/544349/medium.jpg | https://static.inaturalist.org/photos/52135431/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10074982/medium.jpg | https://static.inaturalist.org/photos/6061152/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/140581/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/509746212/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
