park_id,unit_id,park_name,web_alias,county,district,acreage,address,city,state,latitude,longitude,gps_source,has_gps,park_page_url,image_url,image_source,image_license,image_attribution,description,top_plants,top_plant_images,top_animals,top_animal_images,public_access,data_source,updated_at
cockroach-bay,S00035,Cockroach Bay Preserve State Park,Cockroach-Bay,Hillsborough,4,617.89,"End Of Cockroach Bay Rd., Ruskin, FL 33570",Ruskin,FL,27.687072,-82.520278,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/cockroach-bay-preserve-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/183132265/medium.jpg,inaturalist_observation,cc-by,"(c) Austin Smith, some rights reserved (CC BY)",Florida state park in Hillsborough. About 618 acres. Access: Open-No Fee Required.,Cucumberleaf Sunflower | sea grape | Nickernut | black mangrove | Red Tasselflower | Firebush | red mangrove | largeflower Mexican clover,https://inaturalist-open-data.s3.amazonaws.com/photos/112547785/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28084332/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/232322610/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/67288371/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/103554/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/175580168/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/251301981/medium.jpg,Nanday Parakeet | West Indian Manatee | Pinfish | Greenhouse Frog | Hardhead Catfish | Brown Anole | Devil's Horse | Grey Snapper,https://inaturalist-open-data.s3.amazonaws.com/photos/98859083/medium.jpeg | https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/140581/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/249398736/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28338750/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/25314/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg,Open-No Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
collier-seminole,S00013,Collier-Seminole State Park,Collier-Seminole,Collier,4,7270.80,"20200 E Tamiami Trail, Naples, FL 34114",Naples,FL,25.992115,-81.589944,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/collier-seminole-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/244337048/medium.jpeg,inaturalist_observation,cc-by,"(c) Daily Anole, some rights reserved (CC BY)",Florida state park in Collier. About 7271 acres. Access: Open-Fee Required.,toothed midsorus fern | cardinal airplant | Giant leather fern | skeleton fork fern | Southern Swamp Crinum | fourpetal St. Johnswort | largeflower Mexican clover | Showy milkwort,https://inaturalist-open-data.s3.amazonaws.com/photos/30558649/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10756222/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28480556/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/247332094/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/52133869/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/72000734/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/251301981/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/19625319/medium.jpg,Florida Cottonmouth | Wilson's Plover | Florida Gar | Peninsular Cooter | Southern Green-striped Grasshopper | Devil's Horse | Anhinga | Florida Green Watersnake,https://inaturalist-open-data.s3.amazonaws.com/photos/53762888/medium.jpg | https://static.inaturalist.org/photos/378655607/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/15384232/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/123601/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/25314/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6177/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22851746/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
colt-creek,S00273,Colt Creek State Park,Colt-Creek,Polk,3,5067.01,"16000 State Road 471, Lakeland, FL 33809",Lakeland,FL,28.303729,-82.055438,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/colt-creek-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/66560080/medium.jpg,inaturalist_observation,cc-by,"(c) Arturo Santos, some rights reserved (CC BY)",Florida state park in Polk. About 5067 acres. Access: Open-Fee Required.,Shiny-leaved Wild Coffee | roundleaf bluet | fourpetal St. Johnswort | Musky mint | blackroot | Showy milkwort | Showy Rattlebox | longleaf pine,https://inaturalist-open-data.s3.amazonaws.com/photos/81901184/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28227/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/72000734/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/169098298/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/208546504/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/19625319/medium.jpg | https://static.inaturalist.org/photos/137555/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/54643374/medium.jpeg,Florida Cottonmouth | Delta Flower Scarab | Orange-spotted Flower Moth | Southern Green-striped Grasshopper | Coffee-loving Pyrausta Moth | Eastern Spadefoot | Twin-spot Skipper | Gopher Tortoise,https://inaturalist-open-data.s3.amazonaws.com/photos/53762888/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/18927490/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/35545/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/123601/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/9465/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/47210394/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/40689828/medium.jpeg | https://static.inaturalist.org/photos/544349/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
constitution-convention,S00014,Constitution Convention Museum State Park,Constitution-Convention,Gulf,1,13.22,"200 Allen Memorial Way, Port St Joe, FL 32456",Port St Joe,FL,29.793492,-85.295690,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/constitution-convention-museum-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/182162478/medium.jpeg,inaturalist_observation,cc-by,"(c) Scott Allen Davis, some rights reserved (CC BY)",Florida state park in Gulf. About 13 acres. Access: Open-Fee Required.,marsh pink | slash pine | sand live oak | sand heath | sea oats | orange milkwort | dahoon | golden polypody,https://static.inaturalist.org/photos/185658647/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/54643374/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/95329031/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/137790/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/84984390/medium.jpg | https://static.inaturalist.org/photos/4431900/medium.jpeg,Eastern Glass Lizard | Oak Toad | Pygmy Rattlesnake | Pinfish | Saltmarsh Snake | Snowy Plover | Hardhead Catfish | Six-lined Racerunner,https://static.inaturalist.org/photos/19927545/medium.jpeg | https://static.inaturalist.org/photos/13935922/medium.jpg | https://static.inaturalist.org/photos/115599062/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/140581/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22851746/medium.jpg | https://static.inaturalist.org/photos/378655607/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/28338750/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/52140/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
crystal-river-archaeological,S00017,Crystal River Archaeological State Park,Crystal-River-Archaeological,Citrus,2,61.48,"3400 N Museum Pt., Crystal River, FL 34428",Crystal River,FL,28.910576,-82.628135,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/crystal-river-archaeological-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/295517750/medium.jpeg,inaturalist_observation,cc-by,"(c) Josiah Londerée, some rights reserved (CC BY)",Florida state park in Citrus. About 61 acres. Access: Open-Fee Required.,Sandhill milkweed | fewflower milkweed | red mangrove | Southern Swamp Crinum | Carolina palmetto | hooded pitcher plant | candyroot | Coontie,https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/175580168/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/52133869/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/131410903/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/20612/medium.jpg,West Indian Manatee | Sheepshead | Flathead Mullet | Grey Snapper | Red and Black Mason Wasp | Red Drum | Little Metalmark | Florida Gar,https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/458905770/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/87492963/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/31938404/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/459978982/medium.jpeg | https://static.inaturalist.org/photos/25925609/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/15384232/medium.jpeg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
crystal-river-preserve,S00019,Crystal River Preserve State Park,Crystal-River-Preserve,Citrus,2,27679.34,"3266 N Sailboat Avenue, Crystal River, FL 34428",Crystal River,FL,28.911058,-82.606445,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/crystal-river-preserve-state-park,https://static.inaturalist.org/photos/9301585/medium.jpg,genus_catalog,catalog,West Indian Manatee,Florida state park in Citrus. About 27679 acres. Access: Open-No Fee Required.,Sandhill milkweed | fewflower milkweed | red mangrove | Southern Swamp Crinum | Carolina palmetto | hooded pitcher plant | candyroot | Coontie,https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/175580168/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/52133869/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/131410903/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/20612/medium.jpg,West Indian Manatee | Sheepshead | Flathead Mullet | Grey Snapper | Red and Black Mason Wasp | Red Drum | Little Metalmark | Florida Gar,https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/458905770/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/87492963/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/31938404/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/459978982/medium.jpeg | https://static.inaturalist.org/photos/25925609/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/15384232/medium.jpeg,Open-No Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
curry-hammock,S00228,Curry Hammock State Park,Curry-Hammock,Monroe,5,1056.06,"56200 Overseas Hwy., Marathon, FL 33050",Marathon,FL,24.746037,-80.982514,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/curry-hammock-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/404371782/medium.jpeg,inaturalist_observation,cc-by,"(c) Josiah Londerée, some rights reserved (CC BY)",Florida state park in Monroe. About 1056 acres. Access: Open-Fee Required.,Triangle cactus | Nickernut | sea grape | Scorpion's-tail | Gumbo Limbo | Scarlet Cordia | Buttonwood | black mangrove,https://static.inaturalist.org/photos/34516105/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28084332/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/173533895/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6404323/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/31632213/medium.jpeg | https://static.inaturalist.org/photos/231740/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/232322610/medium.jpeg,Grey Snapper | Northern Curly-tailed Lizard | Four-eyed Butterflyfish | Great Barracuda | Atlantic Tarpon | Bluestriped Grunt | Stoplight Parrotfish | Saltmarsh Snake,https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/303966019/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/14731/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/85938338/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/17667/medium.jpg | https://static.inaturalist.org/photos/54154536/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/14026796/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/22851746/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
dade-battlefield,S00018,Dade Battlefield Historic State Park,Dade-Battlefield,Sumter,4,120.85,"7200 CR 603, Bushnell, FL 33513",Bushnell,FL,28.653742,-82.125166,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/dade-battlefield-historic-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/51588941/medium.jpg,inaturalist_observation,cc-by,"(c) Arturo Santos, some rights reserved (CC BY)",Florida state park in Sumter. About 121 acres. Access: Open-Fee Required.,Sandhill milkweed | roundleaf bluet | spurge nettle | Coontie | Fringed Bluestar | Earleaf Greenbrier | candyroot | Cherokee Bean,https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28227/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/103570/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/20612/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/65633508/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/4320719/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://static.inaturalist.org/photos/179005324/medium.jpg,American Bird Grasshopper | Eastern Spadefoot | Mabel Orchard Orbweaver | Southern Broken Dash | Atlantic Bluet | Bar-winged Skimmer | Barred Yellow | Poey's Furrow Bee,https://inaturalist-open-data.s3.amazonaws.com/photos/20608/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/47210394/medium.jpg | https://static.inaturalist.org/photos/59785261/medium.jpg | https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Wallengrenia_otho_2192021.jpg/330px-Wallengrenia_otho_2192021.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/28409736/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10048/medium.jpg | https://static.inaturalist.org/photos/54766100/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/181638/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
key-largo-hammock,S00190,Dagny Johnson Key Largo Hammock Botanical State Park,Key-Largo-Hammock,Monroe,5,2599.56,"County Road 905 & Mile Marker 106, Key Largo, FL 33037",Key Largo,FL,25.176060,-80.369447,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/dagny-johnson-key-largo-hammock-botanical-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/5692357/medium.jpg,inaturalist_observation,cc-by-sa,"(c) Judy Gallagher, some rights reserved (CC BY-SA)",Florida state park in Monroe. About 2600 acres. Access: Open-Fee Required.,Scorpion's-tail | Shiny-leaved Wild Coffee | Button Sage | Buttonwood | Gumbo Limbo | red mangrove | sea grape | potato tree,https://inaturalist-open-data.s3.amazonaws.com/photos/173533895/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/81901184/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/56710180/medium.jpeg | https://static.inaturalist.org/photos/231740/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6404323/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/175580168/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg | https://static.inaturalist.org/photos/5299629/medium.jpeg,Bluestriped Grunt | Grey Snapper | Great Barracuda | African Redhead Agama | Stoplight Parrotfish | Schoolmaster Snapper | Yellowtail Snapper | Nurse Shark,https://static.inaturalist.org/photos/54154536/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/85938338/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/27697863/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/14026796/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://static.inaturalist.org/photos/316827941/medium.png | https://inaturalist-open-data.s3.amazonaws.com/photos/6084398/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
de-leon-springs,S00145,De Leon Springs State Park,De-Leon-Springs,Volusia,3,624.79,"601 Ponce De Leon Blvd., De Leon Springs, FL 32130",De Leon Springs,FL,29.132176,-81.360740,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/de-leon-springs-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/175041644/medium.jpeg,inaturalist_observation,cc-by,"(c) Tom Kennedy, some rights reserved (CC BY)",Florida state park in Volusia. About 625 acres. Access: Open-Fee Required.,Coontie | golden polypody | Yellow milkwort | dahoon | toothed midsorus fern | sarsaparilla vine | Coralberry | Earleaf Greenbrier,https://inaturalist-open-data.s3.amazonaws.com/photos/20612/medium.jpg | https://static.inaturalist.org/photos/4431900/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/84984390/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/30558649/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/4320719/medium.jpg | https://static.inaturalist.org/photos/40043710/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/4320719/medium.jpg,Longnose Gar | Pygmy Rattlesnake | Florida Gar | Florida Scrub Jay | West Indian Manatee | Giant Katydid | Florida Red-bellied Cooter | Devil's Horse,https://inaturalist-open-data.s3.amazonaws.com/photos/15384232/medium.jpeg | https://static.inaturalist.org/photos/115599062/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/15384232/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/8518/medium.jpg | https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6351202/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/25314/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
deer-lake,S00248,Deer Lake State Park,Deer-Lake,Walton,1,2009.44,"6350 East County Road 30-A, Santa Rosa Beach, FL 32459",Santa Rosa Beach,FL,30.305767,-86.074757,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/deer-lake-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/642559199/medium.jpg,inaturalist_observation,cc0,no rights reserved,Florida state park in Walton. About 2009 acres. Access: Open-Fee Required.,white pitcher plant | orange milkwort | sand live oak | yellow pitcher plant | Sandhill milkweed | saw palmetto | spurge nettle | Pink Sundew,https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/38214/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/103570/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/61889240/medium.jpg,Pygmy Rattlesnake | Pine Woods Tree Frog | Oak Toad | Eastern Fence Lizard | Eastern Glass Lizard | Six-lined Racerunner | Scarlet Snake | Banded Water Snake,https://static.inaturalist.org/photos/115599062/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/1653672/medium.JPG | https://static.inaturalist.org/photos/13935922/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/5807556/medium.jpg | https://static.inaturalist.org/photos/19927545/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/52140/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/1705167/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22851746/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
delnor-wiggins,S00091,Delnor-Wiggins Pass State Park,Delnor-Wiggins,Collier,4,199.73,"11135 Gulf Shore Dr., Naples, FL 34108",Naples,FL,26.272609,-81.827095,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/delnor-wiggins-pass-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/53762888/medium.jpg,genus_catalog,catalog,Florida Cottonmouth,Florida state park in Collier. About 200 acres. Access: Open-Fee Required.,cardinal airplant | dahoon | Southern Swamp Crinum | alligator flag | pond-apple | Florida Strangler Fig | Nickernut | toothed midsorus fern,https://inaturalist-open-data.s3.amazonaws.com/photos/10756222/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/84984390/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/52133869/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/29738883/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/29200458/medium.jpeg | https://static.inaturalist.org/photos/106941726/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28084332/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/30558649/medium.jpg,Florida Cottonmouth | Pig Frog | Ruddy Daggerwing | Knight Anole | Leucauge argyra | Devil's Horse | Southeastern Five-lined Skink | Florida Red-bellied Cooter,https://inaturalist-open-data.s3.amazonaws.com/photos/53762888/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/45231910/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/18794052/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://static.inaturalist.org/photos/59785261/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/25314/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/355079313/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
devils-millhopper,S00109,Devil's Millhopper Geological State Park,Devils-Millhopper,Alachua,2,67.24,"4732 Millhopper Rd., Gainesville, FL 32653",Gainesville,FL,29.703541,-82.393889,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/devils-millhopper-geological-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/109296676/medium.jpg,inaturalist_observation,cc-by,"(c) Court Harding, some rights reserved (CC BY)",Florida state park in Alachua. About 67 acres. Access: Open-Fee Required.,Coralberry | spurge nettle | Florida Hedgenettle | american lotus | Tall Ironweed | scarlet creeper | air potato | Drummond's phlox,https://static.inaturalist.org/photos/40043710/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/103570/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/45199648/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/313871737/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/71552/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/149905022/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/38126368/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28788281/medium.jpg,Polka-Dot Wasp Moth | Deadwood Borer Moth | Florida Cottonmouth | Watermilfoil Leafcutter Moth | Giant Katydid | Thin-winged Owlet Moth | Cuban Treefrog | Domestic Horse,https://static.inaturalist.org/photos/96981290/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/74794/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/53762888/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/144721712/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/6351202/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/2263475/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/587009037/medium.jpg | https://static.inaturalist.org/photos/21941466/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
don-pedro-island,S00201,Don Pedro Island State Park,Don-Pedro-Island,Charlotte,4,251.84,"8450 Placida Rd., Cape Haze, FL 33946",Cape Haze,FL,26.859120,-82.299336,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/don-pedro-island-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/8518/medium.jpg,genus_catalog,catalog,Florida Scrub Jay,Florida state park in Charlotte. About 252 acres. Access: Open-Fee Required.,red mangrove | Coontie | coastal inkberry | sea purslane | air potato | sunshine mimosa | slash pine | Shiny-leaved Wild Coffee,https://inaturalist-open-data.s3.amazonaws.com/photos/175580168/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/20612/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/28984099/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/169808970/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/38126368/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/66070141/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/54643374/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/81901184/medium.jpeg,Florida Scrub Jay | Speckled Trout | Gopher Tortoise | Polka-Dot Wasp Moth | Sheepshead | Grey Snapper | Greenhouse Frog | Peninsular Cooter,https://inaturalist-open-data.s3.amazonaws.com/photos/8518/medium.jpg | https://static.inaturalist.org/photos/28196717/medium.jpg | https://static.inaturalist.org/photos/544349/medium.jpg | https://static.inaturalist.org/photos/96981290/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/458905770/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/249398736/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
